user_id,user_type,is_premium,registration_date,session_count,days_active,total_events,event_app_launch,event_conversation_started,event_message_sent,event_premium_feature_used,event_settings_changed,premium_features_used,messages_sent,days_since_last_activity,avg_sessions_per_day,engagement_score,cluster
user_00050,casual_user,True,2025-02-10 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00051,casual_user,False,2024-11-16 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00052,regular_user,True,2024-10-27 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00053,churn_risk_user,False,2024-12-04 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00054,casual_user,False,2024-11-04 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00055,regular_user,False,2025-05-10 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00056,regular_user,False,2025-01-29 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00057,churn_risk_user,False,2025-10-06 20:55:15.200385,1.0,2.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,22.0,1.0,7.0,3
user_00058,casual_user,True,2025-09-01 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00059,casual_user,False,2024-12-08 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00060,casual_user,False,2025-06-10 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00061,casual_user,True,2025-06-26 20:55:15.200385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00062,churn_risk_user,True,2025-07-01 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00063,casual_user,False,2025-03-28 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00064,power_user,False,2025-04-30 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00065,casual_user,False,2025-05-26 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00066,regular_user,False,2025-09-16 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00067,casual_user,False,2025-01-17 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00068,regular_user,False,2025-07-03 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00069,regular_user,False,2024-11-25 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00070,power_user,False,2025-08-20 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00071,churn_risk_user,False,2025-08-23 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00072,regular_user,False,2025-01-01 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00073,regular_user,False,2025-06-14 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00074,regular_user,True,2025-04-30 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00075,casual_user,False,2025-02-27 20:55:15.201386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00076,regular_user,False,2025-01-01 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00077,regular_user,False,2025-06-03 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00078,casual_user,False,2025-06-26 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00079,regular_user,False,2025-08-30 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00080,power_user,True,2025-09-25 20:55:15.202385,6.0,6.0,28.0,11.0,5.0,11.0,0.0,1.0,0.0,11.0,11.0,1.6666666666666667,49.0,1
user_00081,regular_user,True,2025-04-18 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00082,casual_user,False,2025-05-19 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00083,regular_user,True,2024-12-24 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00084,regular_user,True,2025-04-05 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00085,power_user,True,2025-08-11 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00086,regular_user,True,2025-01-10 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00087,regular_user,False,2025-08-16 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00088,power_user,False,2025-01-19 20:55:15.202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00089,casual_user,False,2024-10-18 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00090,casual_user,True,2025-06-06 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00091,regular_user,True,2025-01-06 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00092,power_user,False,2025-06-13 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00093,regular_user,True,2025-06-01 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00094,regular_user,False,2025-07-04 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00095,regular_user,False,2025-01-09 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00096,casual_user,True,2025-01-03 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00097,regular_user,True,2025-05-17 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00098,power_user,True,2025-03-02 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00099,power_user,False,2025-03-18 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00100,regular_user,False,2025-08-30 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00101,casual_user,False,2025-01-31 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00102,regular_user,False,2025-04-11 20:55:15.203385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00103,casual_user,False,2025-07-04 20:55:15.204385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00104,power_user,False,2025-09-22 20:55:15.204385,4.0,7.0,18.0,4.0,4.0,7.0,1.0,2.0,1.0,7.0,15.0,1.1428571428571428,36.0,1
user_00105,regular_user,False,2024-11-02 20:55:15.204385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00106,casual_user,False,2025-04-12 20:55:15.204385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00107,churn_risk_user,True,2025-04-23 20:55:15.204385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00108,power_user,True,2025-09-26 20:55:15.205390,8.0,10.0,34.0,10.0,7.0,11.0,3.0,3.0,3.0,11.0,11.0,1.2,68.0,1
user_00109,power_user,False,2025-03-07 20:55:15.205390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00110,regular_user,True,2025-07-10 20:55:15.205390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00111,casual_user,False,2025-03-26 20:55:15.205390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00112,casual_user,True,2025-03-05 20:55:15.205390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00113,casual_user,False,2024-10-16 20:55:15.205390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00114,regular_user,False,2025-07-01 20:55:15.206395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00115,churn_risk_user,False,2025-05-10 20:55:15.206395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00116,casual_user,True,2025-09-25 20:55:15.206395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00117,regular_user,False,2025-01-08 20:55:15.206395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00118,regular_user,True,2024-10-31 20:55:15.206395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00119,casual_user,False,2025-02-17 20:55:15.206395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00120,casual_user,False,2025-03-16 20:55:15.207394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00121,regular_user,False,2025-07-31 20:55:15.207394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00122,casual_user,False,2025-08-16 20:55:15.207394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00123,churn_risk_user,False,2025-08-27 20:55:15.207394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00124,casual_user,False,2025-04-28 20:55:15.207394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00125,power_user,False,2025-02-11 20:55:15.208401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00126,casual_user,False,2025-01-28 20:55:15.208401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00127,regular_user,False,2025-04-21 20:55:15.208401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00128,regular_user,True,2025-10-03 20:55:15.208401,8.0,11.0,43.0,15.0,7.0,10.0,6.0,5.0,6.0,10.0,7.0,1.3636363636363635,85.0,2
user_00129,casual_user,True,2024-11-21 20:55:15.209400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00130,regular_user,False,2025-03-05 20:55:15.209400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00131,casual_user,False,2025-01-06 20:55:15.209400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00132,regular_user,False,2024-10-27 20:55:15.209400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00133,regular_user,False,2025-05-20 20:55:15.209400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00134,casual_user,False,2024-11-25 20:55:15.210407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00135,churn_risk_user,False,2024-10-25 20:55:15.210407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00136,regular_user,False,2024-11-30 20:55:15.210407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00137,churn_risk_user,False,2025-08-25 20:55:15.210407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00138,power_user,False,2025-05-12 20:55:15.210407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00139,casual_user,True,2025-02-23 20:55:15.211400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00140,regular_user,True,2025-02-17 20:55:15.211400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00141,regular_user,False,2025-08-15 20:55:15.211400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00142,churn_risk_user,True,2025-09-26 20:55:15.211400,1.0,2.0,7.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,14.0,1.0,10.0,3
user_00143,regular_user,True,2025-05-05 20:55:15.211400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00144,regular_user,True,2025-07-10 20:55:15.212397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00145,regular_user,True,2025-03-02 20:55:15.212397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00146,regular_user,False,2025-05-16 20:55:15.212397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00147,regular_user,True,2025-03-02 20:55:15.212397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00148,churn_risk_user,False,2025-01-28 20:55:15.212397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00149,churn_risk_user,True,2024-12-09 20:55:15.212397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00150,regular_user,True,2025-02-08 20:55:15.212397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00151,regular_user,False,2025-08-04 20:55:15.213395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00152,casual_user,False,2024-11-01 20:55:15.213395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00153,regular_user,True,2024-12-29 20:55:15.213395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00154,casual_user,False,2024-12-01 20:55:15.213395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00155,churn_risk_user,False,2024-10-15 20:55:15.213395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00156,casual_user,False,2025-04-26 20:55:15.213395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00157,regular_user,True,2025-07-22 20:55:15.214395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00158,regular_user,False,2025-03-17 20:55:15.214395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00159,regular_user,True,2025-09-04 20:55:15.214395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00160,regular_user,False,2025-01-31 20:55:15.214395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00161,casual_user,False,2025-01-13 20:55:15.214395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00162,regular_user,False,2025-06-18 20:55:15.214395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00163,casual_user,False,2025-08-03 20:55:15.215394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00164,churn_risk_user,False,2025-01-29 20:55:15.215394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00165,regular_user,True,2024-12-26 20:55:15.215394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00166,regular_user,False,2025-02-01 20:55:15.215394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
user_00167,regular_user,False,2025-02-03 20:55:15.215394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
