user_id,registration_date,user_type,is_premium,last_active_date
user_00064,2025-05-03 07:48:02.639563,power_user,False,2025-06-19 07:48:02.639563
user_00065,2025-05-29 07:48:02.639563,casual_user,False,2025-07-15 07:48:02.639563
user_00066,2025-09-19 07:48:02.640321,regular_user,False,2025-11-08 07:48:02.640321
user_00067,2025-01-20 07:48:02.640321,casual_user,False,2025-02-18 07:48:02.640321
user_00068,2025-07-06 07:48:02.640321,regular_user,False,2025-09-12 07:48:02.640321
user_00069,2024-11-28 07:48:02.640321,regular_user,False,2025-01-30 07:48:02.640321
user_00070,2025-08-23 07:48:02.640321,power_user,False,2025-09-21 07:48:02.640321
user_00071,2025-08-26 07:48:02.640321,churn_risk_user,False,2025-10-01 07:48:02.640321
user_00072,2025-01-04 07:48:02.641159,regular_user,False,2025-03-04 07:48:02.641159
user_00073,2025-06-17 07:48:02.641159,regular_user,False,2025-09-11 07:48:02.641159
user_00074,2025-05-03 07:48:02.641159,regular_user,True,2025-05-27 07:48:02.641159
user_00075,2025-03-02 07:48:02.641159,casual_user,False,2025-04-16 07:48:02.641159
user_00076,2025-01-04 07:48:02.641159,regular_user,False,2025-01-26 07:48:02.641159
user_00077,2025-06-06 07:48:02.641857,regular_user,False,2025-06-22 07:48:02.641857
user_00078,2025-06-29 07:48:02.641857,casual_user,False,2025-08-15 07:48:02.641857
user_00079,2025-09-02 07:48:02.641857,regular_user,False,2025-10-21 07:48:02.641857
user_00080,2025-09-28 07:48:02.642159,power_user,True,2025-11-02 07:48:02.642159
user_00081,2025-04-21 07:48:02.642159,regular_user,True,2025-05-06 07:48:02.642159
user_00082,2025-05-22 07:48:02.642159,casual_user,False,2025-07-26 07:48:02.642159
user_00083,2024-12-27 07:48:02.642674,regular_user,True,2025-01-20 07:48:02.642674
user_00084,2025-04-08 07:48:02.642674,regular_user,True,2025-06-04 07:48:02.642674
user_00085,2025-08-14 07:48:02.642674,power_user,True,2025-10-22 07:48:02.642674
user_00086,2025-01-13 07:48:02.642674,regular_user,True,2025-01-20 07:48:02.642674
user_00087,2025-08-19 07:48:02.642674,regular_user,False,2025-10-25 07:48:02.642674
user_00088,2025-01-22 07:48:02.642674,power_user,False,2025-03-09 07:48:02.642674
user_00089,2024-10-21 07:48:02.643428,casual_user,False,2024-11-02 07:48:02.643428
user_00090,2025-06-09 07:48:02.643428,casual_user,True,2025-08-10 07:48:02.643428
user_00091,2025-01-09 07:48:02.643428,regular_user,True,2025-04-08 07:48:02.643428
user_00092,2025-06-16 07:48:02.643428,power_user,False,2025-06-27 07:48:02.643428
user_00093,2025-06-04 07:48:02.643428,regular_user,True,2025-07-07 07:48:02.643428
user_00094,2025-07-07 07:48:02.644106,regular_user,False,2025-07-07 07:48:02.644106
user_00095,2025-01-12 07:48:02.644106,regular_user,False,2025-03-21 07:48:02.644106
user_00096,2025-01-06 07:48:02.644106,casual_user,True,2025-01-31 07:48:02.644106
user_00097,2025-05-20 07:48:02.644884,regular_user,True,2025-06-17 07:48:02.644884
user_00098,2025-03-05 07:48:02.644884,power_user,True,2025-05-05 07:48:02.644884
user_00099,2025-03-21 07:48:02.644884,power_user,False,2025-06-13 07:48:02.644884
user_00100,2025-09-02 07:48:02.644884,regular_user,False,2025-09-24 07:48:02.644884
user_00101,2025-02-03 07:48:02.645636,casual_user,False,2025-03-08 07:48:02.645636
user_00102,2025-04-14 07:48:02.645636,regular_user,False,2025-06-10 07:48:02.645636
user_00103,2025-07-07 07:48:02.645636,casual_user,False,2025-07-10 07:48:02.645636
user_00104,2025-09-25 07:48:02.645636,power_user,False,2025-10-26 07:48:02.645636
user_00105,2024-11-05 07:48:02.645636,regular_user,False,2024-12-07 07:48:02.645636
user_00106,2025-04-15 07:48:02.646398,casual_user,False,2025-06-18 07:48:02.646398
user_00107,2025-04-26 07:48:02.646398,churn_risk_user,True,2025-05-08 07:48:02.646398
user_00108,2025-09-29 07:48:02.646398,power_user,True,2025-11-02 07:48:02.646398
user_00109,2025-03-10 07:48:02.646398,power_user,False,2025-04-04 07:48:02.646398
user_00110,2025-07-13 07:48:02.646398,regular_user,True,2025-07-19 07:48:02.646398
user_00111,2025-03-29 07:48:02.647195,casual_user,False,2025-06-11 07:48:02.647195
user_00112,2025-03-08 07:48:02.647195,casual_user,True,2025-03-17 07:48:02.647195
user_00113,2024-10-19 07:48:02.647195,casual_user,False,2024-12-06 07:48:02.647195
user_00114,2025-07-04 07:48:02.647195,regular_user,False,2025-07-27 07:48:02.647195
user_00115,2025-05-13 07:48:02.647919,churn_risk_user,False,2025-07-06 07:48:02.647919
user_00116,2025-09-28 07:48:02.647919,casual_user,True,2025-10-27 07:48:02.647919
user_00117,2025-01-11 07:48:02.648220,regular_user,False,2025-04-09 07:48:02.648220
user_00118,2024-11-03 07:48:02.648220,regular_user,True,2024-11-14 07:48:02.648220
user_00119,2025-02-20 07:48:02.648220,casual_user,False,2025-03-19 07:48:02.648220
user_00120,2025-03-19 07:48:02.648738,casual_user,False,2025-04-03 07:48:02.648738
user_00121,2025-08-03 07:48:02.648738,regular_user,False,2025-10-26 07:48:02.648738
user_00122,2025-08-19 07:48:02.648738,casual_user,False,2025-10-10 07:48:02.648738
user_00123,2025-08-30 07:48:02.648738,churn_risk_user,False,2025-09-03 07:48:02.648738
user_00124,2025-05-01 07:48:02.648738,casual_user,False,2025-05-18 07:48:02.648738
user_00125,2025-02-14 07:48:02.649478,power_user,False,2025-03-02 07:48:02.649478
user_00126,2025-01-31 07:48:02.649478,casual_user,False,2025-03-11 07:48:02.649478
user_00127,2025-04-24 07:48:02.649478,regular_user,False,2025-06-28 07:48:02.649478
user_00128,2025-10-06 07:48:02.649478,regular_user,True,2025-10-13 07:48:02.649478
user_00129,2024-11-24 07:48:02.649478,casual_user,True,2025-02-02 07:48:02.649478
user_00130,2025-03-08 07:48:02.650244,regular_user,False,2025-04-07 07:48:02.650244
user_00131,2025-01-09 07:48:02.650244,casual_user,False,2025-03-23 07:48:02.650244
user_00132,2024-10-30 07:48:02.650244,regular_user,False,2024-12-13 07:48:02.650244
user_00133,2025-05-23 07:48:02.650244,regular_user,False,2025-06-11 07:48:02.650244
user_00134,2024-11-28 07:48:02.650999,casual_user,False,2024-11-30 07:48:02.650999
user_00135,2024-10-28 07:48:02.650999,churn_risk_user,False,2024-11-21 07:48:02.650999
user_00136,2024-12-03 07:48:02.650999,regular_user,False,2025-01-29 07:48:02.650999
user_00137,2025-08-28 07:48:02.650999,churn_risk_user,False,2025-10-13 07:48:02.650999
user_00138,2025-05-15 07:48:02.650999,power_user,False,2025-06-19 07:48:02.650999
user_00139,2025-02-26 07:48:02.651690,casual_user,True,2025-04-13 07:48:02.651690
user_00140,2025-02-20 07:48:02.651690,regular_user,True,2025-02-20 07:48:02.651690
user_00141,2025-08-18 07:48:02.651690,regular_user,False,2025-10-13 07:48:02.651690
user_00142,2025-09-29 07:48:02.651690,churn_risk_user,True,2025-12-13 07:48:02.651690
user_00143,2025-05-08 07:48:02.651690,regular_user,True,2025-06-12 07:48:02.651690
user_00144,2025-07-13 07:48:02.652411,regular_user,True,2025-08-09 07:48:02.652411
user_00145,2025-03-05 07:48:02.652411,regular_user,True,2025-03-31 07:48:02.652411
user_00146,2025-05-19 07:48:02.652411,regular_user,False,2025-08-03 07:48:02.652411
user_00147,2025-03-05 07:48:02.652411,regular_user,True,2025-04-08 07:48:02.652411
user_00148,2025-01-31 07:48:02.652411,churn_risk_user,False,2025-04-09 07:48:02.652411
user_00149,2024-12-12 07:48:02.653146,churn_risk_user,True,2025-01-10 07:48:02.653146
user_00150,2025-02-11 07:48:02.653146,regular_user,True,2025-03-15 07:48:02.653146
user_00151,2025-08-07 07:48:02.653146,regular_user,False,2025-08-17 07:48:02.653146
user_00152,2024-11-04 07:48:02.653146,casual_user,False,2025-01-01 07:48:02.653146
user_00153,2025-01-01 07:48:02.653146,regular_user,True,2025-01-01 07:48:02.653146
user_00154,2024-12-04 07:48:02.653146,casual_user,False,2024-12-08 07:48:02.653146
user_00155,2024-10-18 07:48:02.653873,churn_risk_user,False,2024-12-09 07:48:02.653873
user_00156,2025-04-29 07:48:02.653873,casual_user,False,2025-07-22 07:48:02.653873
user_00157,2025-07-25 07:48:02.654209,regular_user,True,2025-09-07 07:48:02.654209
user_00158,2025-03-20 07:48:02.654209,regular_user,False,2025-04-20 07:48:02.654209
user_00159,2025-09-07 07:48:02.654209,regular_user,True,2025-10-02 07:48:02.654209
user_00160,2025-02-03 07:48:02.654209,regular_user,False,2025-03-24 07:48:02.654209
user_00161,2025-01-16 07:48:02.654209,casual_user,False,2025-03-13 07:48:02.654209
user_00162,2025-06-21 07:48:02.654209,regular_user,False,2025-09-13 07:48:02.654209
user_00163,2025-08-06 07:48:02.654894,casual_user,False,2025-10-08 07:48:02.654894
user_00164,2025-02-01 07:48:02.654894,churn_risk_user,False,2025-04-23 07:48:02.654894
user_00165,2024-12-29 07:48:02.654894,regular_user,True,2025-02-18 07:48:02.654894
user_00166,2025-02-04 07:48:02.654894,regular_user,False,2025-03-05 07:48:02.654894
user_00167,2025-02-06 07:48:02.655614,regular_user,False,2025-03-06 07:48:02.655614
user_00168,2025-05-26 07:48:02.655614,churn_risk_user,False,2025-08-17 07:48:02.655614
user_00169,2025-08-03 07:48:02.655614,churn_risk_user,False,2025-10-18 07:48:02.655614
user_00170,2025-06-07 07:48:02.655614,casual_user,True,2025-06-29 07:48:02.655614
user_00171,2025-04-11 07:48:02.655614,regular_user,False,2025-04-26 07:48:02.655614
user_00172,2025-10-03 07:48:02.656344,regular_user,False,2025-10-27 07:48:02.656344
user_00173,2025-03-30 07:48:02.656344,casual_user,False,2025-04-30 07:48:02.656344
user_00174,2025-08-11 07:48:02.656344,regular_user,True,2025-08-15 07:48:02.656344
user_00175,2025-07-11 07:48:02.656344,regular_user,True,2025-09-18 07:48:02.656344
user_00176,2025-10-10 07:48:02.656344,regular_user,False,2025-11-24 07:48:02.656344
user_00177,2025-09-07 07:48:02.656344,power_user,False,2025-10-03 07:48:02.656344
user_00178,2025-07-30 07:48:02.656344,power_user,False,2025-10-23 07:48:02.656344
user_00179,2025-02-14 07:48:02.657119,regular_user,True,2025-04-02 07:48:02.657119
user_00180,2025-08-11 07:48:02.657119,power_user,False,2025-08-18 07:48:02.657119
user_00181,2025-06-20 07:48:02.657119,regular_user,False,2025-08-05 07:48:02.657119
user_00182,2025-06-06 07:48:02.657119,churn_risk_user,True,2025-07-03 07:48:02.657119
user_00183,2025-07-25 07:48:02.657119,regular_user,False,2025-08-07 07:48:02.657119
user_00184,2025-04-07 07:48:02.657843,regular_user,False,2025-04-29 07:48:02.657843
user_00185,2025-02-15 07:48:02.657843,casual_user,True,2025-03-04 07:48:02.657843
user_00186,2024-12-21 07:48:02.657843,regular_user,True,2025-03-19 07:48:02.657843
user_00187,2025-06-14 07:48:02.657843,regular_user,True,2025-08-09 07:48:02.657843
user_00188,2025-01-11 07:48:02.657843,regular_user,False,2025-02-23 07:48:02.657843
user_00189,2025-09-16 07:48:02.658574,casual_user,False,2025-11-22 07:48:02.658574
user_00190,2025-08-05 07:48:02.658574,casual_user,False,2025-10-29 07:48:02.658574
user_00191,2025-09-07 07:48:02.658574,regular_user,False,2025-11-28 07:48:02.658574
user_00192,2025-08-30 07:48:02.658574,regular_user,False,2025-09-24 07:48:02.658574
user_00193,2024-11-25 07:48:02.658574,regular_user,False,2025-02-02 07:48:02.658574
user_00194,2025-02-24 07:48:02.658574,churn_risk_user,True,2025-03-16 07:48:02.658574
user_00195,2025-03-27 07:48:02.659333,regular_user,False,2025-06-09 07:48:02.659333
user_00196,2024-11-27 07:48:02.659333,casual_user,True,2024-12-05 07:48:02.659333
user_00197,2025-02-06 07:48:02.659333,power_user,True,2025-03-13 07:48:02.659333
user_00198,2025-03-02 07:48:02.659333,casual_user,False,2025-05-15 07:48:02.659333
user_00199,2025-10-07 07:48:02.660010,power_user,False,2025-11-26 07:48:02.660010
user_00200,2025-08-10 07:48:02.660010,churn_risk_user,False,2025-08-17 07:48:02.660010
user_00201,2025-09-15 07:48:02.660010,regular_user,False,2025-11-23 07:48:02.660010
user_00202,2025-06-15 07:48:02.660809,casual_user,True,2025-07-04 07:48:02.660809
user_00203,2025-06-20 07:48:02.660809,regular_user,False,2025-07-03 07:48:02.660809
user_00204,2024-11-25 07:48:02.661515,power_user,False,2025-02-09 07:48:02.661515
user_00205,2025-01-25 07:48:02.661851,power_user,False,2025-02-03 07:48:02.661851
user_00206,2025-01-23 07:48:02.661851,power_user,False,2025-02-04 07:48:02.661851
user_00207,2025-04-26 07:48:02.662368,casual_user,True,2025-07-07 07:48:02.662368
user_00208,2025-01-11 07:48:02.662368,power_user,False,2025-02-17 07:48:02.662368
user_00209,2025-07-09 07:48:02.662368,power_user,False,2025-09-06 07:48:02.662368
user_00210,2025-02-17 07:48:02.663112,regular_user,False,2025-05-02 07:48:02.663112
user_00211,2025-05-27 07:48:02.663449,regular_user,False,2025-05-27 07:48:02.663449
user_00212,2024-12-19 07:48:02.663449,casual_user,True,2025-02-28 07:48:02.663449
user_00213,2025-01-17 07:48:02.663449,casual_user,True,2025-02-15 07:48:02.663449
user_00214,2024-12-24 07:48:02.663449,regular_user,False,2025-03-11 07:48:02.663449
user_00215,2025-08-10 07:48:02.663978,regular_user,False,2025-11-06 07:48:02.663978
user_00216,2024-12-19 07:48:02.663978,regular_user,False,2025-01-19 07:48:02.663978
user_00217,2025-04-15 07:48:02.663978,casual_user,False,2025-06-16 07:48:02.663978
user_00218,2025-05-21 07:48:02.664296,regular_user,False,2025-07-25 07:48:02.664296
user_00219,2024-12-06 07:48:02.664296,churn_risk_user,False,2025-01-25 07:48:02.664296
user_00220,2025-03-27 07:48:02.664296,churn_risk_user,False,2025-06-06 07:48:02.664296
user_00221,2025-08-30 07:48:02.664296,power_user,False,2025-09-27 07:48:02.664296
user_00222,2024-12-26 07:48:02.664296,regular_user,False,2025-01-30 07:48:02.664296
user_00223,2025-05-07 07:48:02.664296,regular_user,False,2025-06-02 07:48:02.664296
user_00224,2024-12-26 07:48:02.664296,power_user,False,2025-01-04 07:48:02.664296
user_00225,2025-10-06 07:48:02.664817,casual_user,False,2025-11-12 07:48:02.664817
user_00226,2025-05-05 07:48:02.664817,regular_user,False,2025-06-25 07:48:02.664817
user_00227,2025-04-10 07:48:02.664817,regular_user,False,2025-05-08 07:48:02.664817
user_00228,2025-08-25 07:48:02.664817,regular_user,False,2025-09-20 07:48:02.664817
user_00229,2025-07-08 07:48:02.664817,regular_user,False,2025-08-02 07:48:02.664817
user_00230,2024-12-16 07:48:02.664817,regular_user,False,2025-02-27 07:48:02.664817
user_00231,2024-10-16 07:48:02.664817,regular_user,False,2024-12-01 07:48:02.664817
user_00232,2024-10-30 07:48:02.665556,churn_risk_user,True,2024-11-11 07:48:02.665556
user_00233,2025-06-29 07:48:02.665556,regular_user,False,2025-08-27 07:48:02.665556
user_00234,2025-04-23 07:48:02.665556,churn_risk_user,False,2025-06-29 07:48:02.665556
user_00235,2025-05-31 07:48:02.665556,churn_risk_user,False,2025-06-30 07:48:02.665556
user_00236,2025-08-21 07:48:02.665556,casual_user,False,2025-11-14 07:48:02.665556
user_00237,2025-01-17 07:48:02.666293,regular_user,True,2025-02-06 07:48:02.666293
user_00238,2024-10-30 07:48:02.666293,casual_user,True,2024-12-25 07:48:02.666293
user_00239,2025-10-10 07:48:02.666293,casual_user,False,2025-11-18 07:48:02.666293
user_00240,2025-05-15 07:48:02.666293,regular_user,False,2025-07-27 07:48:02.666293
user_00241,2024-12-02 07:48:02.666293,power_user,False,2025-02-02 07:48:02.666293
user_00242,2025-02-09 07:48:02.666293,regular_user,False,2025-02-10 07:48:02.666293
user_00243,2025-03-15 07:48:02.666293,regular_user,False,2025-04-26 07:48:02.666293
user_00244,2024-10-12 07:48:02.666293,churn_risk_user,True,2024-11-05 07:48:02.666293
user_00245,2025-04-14 07:48:02.667082,regular_user,False,2025-06-01 07:48:02.667082
user_00246,2024-12-30 07:48:02.667082,regular_user,False,2025-01-26 07:48:02.667082
user_00247,2025-08-23 07:48:02.667082,regular_user,False,2025-10-10 07:48:02.667082
user_00248,2025-05-16 07:48:02.667082,regular_user,True,2025-07-15 07:48:02.667082
user_00249,2024-10-16 07:48:02.667082,regular_user,False,2024-10-28 07:48:02.667082
user_00250,2025-03-10 07:48:02.667082,regular_user,False,2025-05-10 07:48:02.667082
user_00251,2025-09-09 07:48:02.667798,regular_user,False,2025-10-08 07:48:02.667798
user_00252,2025-05-20 07:48:02.667798,regular_user,True,2025-08-05 07:48:02.667798
user_00253,2025-04-19 07:48:02.667798,regular_user,False,2025-05-26 07:48:02.667798
user_00254,2024-11-26 07:48:02.667798,power_user,False,2025-01-19 07:48:02.667798
user_00255,2024-10-17 07:48:02.667798,casual_user,True,2025-01-07 07:48:02.667798
user_00256,2025-05-02 07:48:02.667798,regular_user,True,2025-06-02 07:48:02.667798
user_00257,2025-04-16 07:48:02.667798,casual_user,False,2025-06-11 07:48:02.667798
user_00258,2025-02-06 07:48:02.667798,regular_user,True,2025-04-18 07:48:02.667798
user_00259,2025-08-18 07:48:02.667798,regular_user,False,2025-10-07 07:48:02.667798
user_00260,2025-07-06 07:48:02.668578,regular_user,False,2025-08-09 07:48:02.668578
user_00261,2025-07-07 07:48:02.668578,churn_risk_user,False,2025-08-21 07:48:02.668578
user_00262,2025-04-29 07:48:02.668578,power_user,False,2025-06-22 07:48:02.668578
user_00263,2025-10-04 07:48:02.668578,casual_user,False,2025-12-27 07:48:02.668578
user_00264,2025-05-17 07:48:02.668578,power_user,False,2025-06-14 07:48:02.668578
user_00265,2025-04-06 07:48:02.668578,casual_user,False,2025-06-13 07:48:02.668578
user_00266,2025-09-30 07:48:02.668578,regular_user,False,2025-12-25 07:48:02.668578
user_00267,2025-06-14 07:48:02.668578,regular_user,False,2025-07-21 07:48:02.668578
user_00268,2025-01-28 07:48:02.668578,regular_user,False,2025-03-12 07:48:02.668578
user_00269,2024-10-21 07:48:02.669357,churn_risk_user,False,2024-11-13 07:48:02.669357
user_00270,2025-07-22 07:48:02.669357,casual_user,False,2025-10-16 07:48:02.669357
user_00271,2025-06-05 07:48:02.669357,regular_user,False,2025-08-24 07:48:02.669357
user_00272,2025-09-27 07:48:02.669357,casual_user,False,2025-10-21 07:48:02.669357
user_00273,2024-10-17 07:48:02.669357,regular_user,False,2024-10-20 07:48:02.669357
user_00274,2025-05-10 07:48:02.669357,regular_user,True,2025-08-04 07:48:02.669357
user_00275,2024-12-22 07:48:02.669357,power_user,False,2025-03-16 07:48:02.669357
user_00276,2025-08-30 07:48:02.670136,regular_user,True,2025-09-15 07:48:02.670136
user_00277,2025-04-29 07:48:02.670136,casual_user,False,2025-07-24 07:48:02.670136
user_00278,2025-06-16 07:48:02.670136,power_user,True,2025-08-11 07:48:02.670136
user_00279,2024-12-28 07:48:02.670136,casual_user,False,2025-01-08 07:48:02.670136
user_00280,2025-02-16 07:48:02.670136,casual_user,True,2025-04-01 07:48:02.670136
user_00281,2025-04-04 07:48:02.670136,regular_user,True,2025-05-27 07:48:02.670136
user_00282,2024-10-13 07:48:02.670136,regular_user,True,2024-11-07 07:48:02.670136
user_00283,2025-09-12 07:48:02.670136,regular_user,True,2025-10-17 07:48:02.670136
user_00284,2025-06-20 07:48:02.670136,casual_user,False,2025-08-12 07:48:02.670136
user_00285,2025-07-05 07:48:02.670916,regular_user,False,2025-07-26 07:48:02.670916
user_00286,2025-08-03 07:48:02.670916,regular_user,True,2025-08-22 07:48:02.670916
user_00287,2025-02-26 07:48:02.670916,casual_user,False,2025-05-09 07:48:02.670916
user_00288,2025-05-10 07:48:02.670916,regular_user,False,2025-06-18 07:48:02.670916
user_00289,2025-09-24 07:48:02.670916,regular_user,False,2025-11-04 07:48:02.670916
user_00290,2025-09-16 07:48:02.670916,regular_user,False,2025-10-29 07:48:02.670916
user_00291,2025-07-01 07:48:02.670916,regular_user,False,2025-08-13 07:48:02.670916
user_00292,2024-12-10 07:48:02.670916,power_user,False,2025-02-02 07:48:02.670916
user_00293,2024-12-12 07:48:02.671723,power_user,False,2025-03-04 07:48:02.671723
user_00294,2025-01-20 07:48:02.671723,casual_user,False,2025-04-09 07:48:02.671723
user_00295,2025-03-27 07:48:02.671723,churn_risk_user,False,2025-04-07 07:48:02.671723
user_00296,2025-05-21 07:48:02.671723,casual_user,True,2025-06-15 07:48:02.671723
user_00297,2025-08-25 07:48:02.671723,power_user,False,2025-09-10 07:48:02.671723
user_00298,2025-01-02 07:48:02.671723,regular_user,False,2025-01-15 07:48:02.671723
user_00299,2024-11-10 07:48:02.671723,casual_user,True,2024-12-27 07:48:02.671723
user_00300,2024-11-17 07:48:02.672413,churn_risk_user,False,2025-02-06 07:48:02.672413
user_00301,2025-03-02 07:48:02.672413,casual_user,False,2025-03-19 07:48:02.672413
user_00302,2025-06-30 07:48:02.672413,power_user,False,2025-08-28 07:48:02.672413
user_00303,2024-12-14 07:48:02.672413,power_user,False,2025-01-22 07:48:02.672413
user_00304,2025-04-11 07:48:02.672413,regular_user,False,2025-04-14 07:48:02.672413
user_00305,2024-10-27 07:48:02.672413,casual_user,False,2024-11-28 07:48:02.672413
user_00306,2025-09-25 07:48:02.672413,regular_user,False,2025-11-29 07:48:02.672413
user_00307,2024-12-04 07:48:02.672413,regular_user,False,2024-12-16 07:48:02.672413
user_00308,2025-05-23 07:48:02.673183,regular_user,False,2025-06-30 07:48:02.673183
user_00309,2024-12-13 07:48:02.673183,regular_user,False,2025-02-12 07:48:02.673183
user_00310,2025-02-08 07:48:02.673183,regular_user,False,2025-02-17 07:48:02.673183
user_00311,2024-10-17 07:48:02.673183,regular_user,False,2024-12-04 07:48:02.673183
user_00312,2025-10-08 07:48:02.673183,regular_user,True,2025-12-14 07:48:02.673183
user_00313,2025-05-18 07:48:02.673183,regular_user,True,2025-07-21 07:48:02.673183
user_00314,2025-07-30 07:48:02.673183,power_user,False,2025-10-05 07:48:02.673183
user_00315,2025-05-24 07:48:02.673183,churn_risk_user,False,2025-07-05 07:48:02.673183
